"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 30 09:57:55 GMT 2022","Wed Nov 30 09:57:57 GMT 2022","1377","Suite","chrome","com.dotdash.DynamicContentTests","com.dotdash.DynamicContentTests","contentShouldNotBeTheSame","contentShouldNotBeTheSame",""
"passed","Wed Nov 30 09:57:53 GMT 2022","Wed Nov 30 09:57:53 GMT 2022","447","Suite","chrome","com.dotdash.FloatingMenuTests","com.dotdash.FloatingMenuTests","shouldSeeFloatingMenuWhenScroll","shouldSeeFloatingMenuWhenScroll",""
"passed","Wed Nov 30 09:57:56 GMT 2022","Wed Nov 30 09:57:57 GMT 2022","1010","Suite","chrome","com.dotdash.FileDownloadTests","com.dotdash.FileDownloadTests","shouldDownloadFile","shouldDownloadFile",""
"passed","Wed Nov 30 09:57:47 GMT 2022","Wed Nov 30 09:57:49 GMT 2022","1361","Suite","chrome","com.dotdash.NotificationMessageTests","com.dotdash.NotificationMessageTests","shouldValidateNotificationMessage","shouldValidateNotificationMessage",""
"passed","Wed Nov 30 09:57:28 GMT 2022","Wed Nov 30 09:57:30 GMT 2022","1686","Suite","firefox","com.dotdash.LoginTests","com.dotdash.LoginTests","mustLoginSuccessfully","mustLoginSuccessfully",""
"passed","Wed Nov 30 09:56:55 GMT 2022","Wed Nov 30 09:56:58 GMT 2022","2616","Suite","firefox","com.dotdash.JavaScriptAlertTests","com.dotdash.JavaScriptAlertTests","shouldShowJSAlert","shouldShowJSAlert",""
"broken","Wed Nov 30 09:57:56 GMT 2022","Wed Nov 30 09:57:56 GMT 2022","3","Suite","chrome","com.dotdash.ContextMenuTests","com.dotdash.ContextMenuTests","setup","Configuring drivers",""
"passed","Wed Nov 30 09:57:51 GMT 2022","Wed Nov 30 09:57:59 GMT 2022","7424","Suite","chrome","com.dotdash.DynamicControlTests","com.dotdash.DynamicControlTests","shouldEnableAndDisableButton","shouldEnableAndDisableButton",""
"passed","Wed Nov 30 09:56:59 GMT 2022","Wed Nov 30 09:57:07 GMT 2022","7931","Suite","firefox","com.dotdash.DynamicControlTests","com.dotdash.DynamicControlTests","shouldEnableAndDisableButton","shouldEnableAndDisableButton",""
"passed","Wed Nov 30 09:57:50 GMT 2022","Wed Nov 30 09:57:50 GMT 2022","396","Suite","chrome","com.dotdash.JavaScriptAlertTests","com.dotdash.JavaScriptAlertTests","shouldConfirmJsAlert","shouldConfirmJsAlert",""
"passed","Wed Nov 30 09:57:47 GMT 2022","Wed Nov 30 09:57:49 GMT 2022","1841","Suite","chrome","com.dotdash.FileUploadTests","com.dotdash.FileUploadTests","shouldUploadFile","shouldUploadFile",""
"passed","Wed Nov 30 09:57:52 GMT 2022","Wed Nov 30 09:57:54 GMT 2022","1983","Suite","chrome","com.dotdash.IframeTests","com.dotdash.IframeTests","shouldBeAbleToTypeOnIframe","shouldBeAbleToTypeOnIframe",""
"skipped","Wed Nov 30 09:57:56 GMT 2022","Wed Nov 30 09:57:56 GMT 2022","2","Suite","chrome","com.dotdash.ContextMenuTests","com.dotdash.ContextMenuTests","shouldOpenAlertAfterRightClick","shouldOpenAlertAfterRightClick",""
"passed","Wed Nov 30 09:57:40 GMT 2022","Wed Nov 30 09:57:46 GMT 2022","5872","Suite","firefox","com.dotdash.DynamicLoadingTests","com.dotdash.DynamicLoadingTests","shouldSeeHelloWorld","shouldSeeHelloWorld",""
"passed","Wed Nov 30 09:57:47 GMT 2022","Wed Nov 30 09:57:48 GMT 2022","903","Suite","chrome","com.dotdash.DragAndDropTests","com.dotdash.DragAndDropTests","shouldSwitchSquares","shouldSwitchSquares",""
"passed","Wed Nov 30 09:57:55 GMT 2022","Wed Nov 30 09:57:56 GMT 2022","1274","Suite","chrome","com.dotdash.LoginTests","com.dotdash.LoginTests","mustLoginSuccessfully","mustLoginSuccessfully",""
"passed","Wed Nov 30 09:57:54 GMT 2022","Wed Nov 30 09:57:55 GMT 2022","820","Suite","chrome","com.dotdash.LoginTests","com.dotdash.LoginTests","mustFailLogin","mustFailLogin",""
"passed","Wed Nov 30 09:57:52 GMT 2022","Wed Nov 30 09:57:52 GMT 2022","700","Suite","chrome","com.dotdash.DropdownTests","com.dotdash.DropdownTests","shouldSelectFirstOption","shouldSelectFirstOption",""
"passed","Wed Nov 30 09:57:26 GMT 2022","Wed Nov 30 09:57:29 GMT 2022","3183","Suite","firefox","com.dotdash.MouseHoverTests","com.dotdash.MouseHoverTests","shouldSeeHoveredInformation","shouldSeeHoveredInformation",""
"passed","Wed Nov 30 09:56:52 GMT 2022","Wed Nov 30 09:56:53 GMT 2022","1101","Suite","firefox","com.dotdash.JavaScriptAlertTests","com.dotdash.JavaScriptAlertTests","shouldTypeInJsAlert","shouldTypeInJsAlert",""
"passed","Wed Nov 30 09:57:33 GMT 2022","Wed Nov 30 09:57:41 GMT 2022","8477","Suite","firefox","com.dotdash.FileDownloadTests","com.dotdash.FileDownloadTests","shouldDownloadFile","shouldDownloadFile",""
"passed","Wed Nov 30 09:57:35 GMT 2022","Wed Nov 30 09:57:37 GMT 2022","2124","Suite","firefox","com.dotdash.DynamicContentTests","com.dotdash.DynamicContentTests","contentShouldNotBeTheSame","contentShouldNotBeTheSame",""
"passed","Wed Nov 30 09:56:41 GMT 2022","Wed Nov 30 09:56:42 GMT 2022","1513","Suite","firefox","com.dotdash.FileUploadTests","com.dotdash.FileUploadTests","shouldUploadFile","shouldUploadFile",""
"passed","Wed Nov 30 09:57:51 GMT 2022","Wed Nov 30 09:57:59 GMT 2022","7485","Suite","chrome","com.dotdash.DynamicControlTests","com.dotdash.DynamicControlTests","shouldRemoveAndAddCheckbox","shouldRemoveAndAddCheckbox",""
"passed","Wed Nov 30 09:56:32 GMT 2022","Wed Nov 30 09:56:35 GMT 2022","2915","Suite","firefox","com.dotdash.CheckboxesTest","com.dotdash.CheckboxesTest","mustCheckAndUncheckFirstCheckbox","mustCheckAndUncheckFirstCheckbox",""
"passed","Wed Nov 30 09:57:15 GMT 2022","Wed Nov 30 09:57:16 GMT 2022","1136","Suite","firefox","com.dotdash.FloatingMenuTests","com.dotdash.FloatingMenuTests","shouldSeeFloatingMenuWhenScroll","shouldSeeFloatingMenuWhenScroll",""
"passed","Wed Nov 30 09:57:57 GMT 2022","Wed Nov 30 09:58:02 GMT 2022","5496","Suite","chrome","com.dotdash.DynamicLoadingTests","com.dotdash.DynamicLoadingTests","shouldSeeHelloWorld","shouldSeeHelloWorld",""
"passed","Wed Nov 30 09:57:49 GMT 2022","Wed Nov 30 09:57:49 GMT 2022","499","Suite","chrome","com.dotdash.OpenInNewTabTests","com.dotdash.OpenInNewTabTests","shouldSeeTextInSwitchedTab","shouldSeeTextInSwitchedTab",""
"passed","Wed Nov 30 09:56:47 GMT 2022","Wed Nov 30 09:56:49 GMT 2022","1527","Suite","firefox","com.dotdash.OpenInNewTabTests","com.dotdash.OpenInNewTabTests","shouldSeeTextInSwitchedTab","shouldSeeTextInSwitchedTab",""
"passed","Wed Nov 30 09:57:52 GMT 2022","Wed Nov 30 09:57:53 GMT 2022","565","Suite","chrome","com.dotdash.DropdownTests","com.dotdash.DropdownTests","shouldSelectSecondOption","shouldSelectSecondOption",""
"passed","Wed Nov 30 09:56:39 GMT 2022","Wed Nov 30 09:56:42 GMT 2022","3714","Suite","firefox","com.dotdash.CheckboxesTest","com.dotdash.CheckboxesTest","mustCheckAndUncheckSecondCheckbox","mustCheckAndUncheckSecondCheckbox",""
"passed","Wed Nov 30 09:57:06 GMT 2022","Wed Nov 30 09:57:13 GMT 2022","7031","Suite","firefox","com.dotdash.IframeTests","com.dotdash.IframeTests","shouldBeAbleToTypeOnIframe","shouldBeAbleToTypeOnIframe",""
"passed","Wed Nov 30 09:57:47 GMT 2022","Wed Nov 30 09:57:48 GMT 2022","1058","Suite","chrome","com.dotdash.CheckboxesTest","com.dotdash.CheckboxesTest","mustCheckAndUncheckSecondCheckbox","mustCheckAndUncheckSecondCheckbox",""
"passed","Wed Nov 30 09:56:34 GMT 2022","Wed Nov 30 09:56:37 GMT 2022","3221","Suite","firefox","com.dotdash.NotificationMessageTests","com.dotdash.NotificationMessageTests","shouldValidateNotificationMessage","shouldValidateNotificationMessage",""
"passed","Wed Nov 30 09:57:03 GMT 2022","Wed Nov 30 09:57:11 GMT 2022","7896","Suite","firefox","com.dotdash.JavaScriptErrorTests","com.dotdash.JavaScriptErrorTests","shouldValidateError","shouldValidateError",""
"passed","Wed Nov 30 09:57:20 GMT 2022","Wed Nov 30 09:57:24 GMT 2022","3497","Suite","firefox","com.dotdash.DropdownTests","com.dotdash.DropdownTests","shouldSelectFirstOption","shouldSelectFirstOption",""
"passed","Wed Nov 30 09:57:49 GMT 2022","Wed Nov 30 09:57:50 GMT 2022","602","Suite","chrome","com.dotdash.JavaScriptAlertTests","com.dotdash.JavaScriptAlertTests","shouldShowJSAlert","shouldShowJSAlert",""
"passed","Wed Nov 30 09:57:51 GMT 2022","Wed Nov 30 09:57:51 GMT 2022","343","Suite","chrome","com.dotdash.JavaScriptErrorTests","com.dotdash.JavaScriptErrorTests","shouldValidateError","shouldValidateError",""
"passed","Wed Nov 30 09:57:54 GMT 2022","Wed Nov 30 09:57:54 GMT 2022","828","Suite","chrome","com.dotdash.MouseHoverTests","com.dotdash.MouseHoverTests","shouldSeeHoveredInformation","shouldSeeHoveredInformation",""
"passed","Wed Nov 30 09:57:48 GMT 2022","Wed Nov 30 09:57:49 GMT 2022","734","Suite","chrome","com.dotdash.CheckboxesTest","com.dotdash.CheckboxesTest","mustCheckAndUncheckFirstCheckbox","mustCheckAndUncheckFirstCheckbox",""
"passed","Wed Nov 30 09:56:36 GMT 2022","Wed Nov 30 09:56:39 GMT 2022","2877","Suite","firefox","com.dotdash.DragAndDropTests","com.dotdash.DragAndDropTests","shouldSwitchSquares","shouldSwitchSquares",""
"passed","Wed Nov 30 09:57:49 GMT 2022","Wed Nov 30 09:57:50 GMT 2022","808","Suite","chrome","com.dotdash.JavaScriptAlertTests","com.dotdash.JavaScriptAlertTests","shouldTypeInJsAlert","shouldTypeInJsAlert",""
"passed","Wed Nov 30 09:57:18 GMT 2022","Wed Nov 30 09:57:21 GMT 2022","2648","Suite","firefox","com.dotdash.DropdownTests","com.dotdash.DropdownTests","shouldSelectSecondOption","shouldSelectSecondOption",""
"passed","Wed Nov 30 09:57:22 GMT 2022","Wed Nov 30 09:57:24 GMT 2022","1614","Suite","firefox","com.dotdash.LoginTests","com.dotdash.LoginTests","mustFailLogin","mustFailLogin",""
"passed","Wed Nov 30 09:56:45 GMT 2022","Wed Nov 30 09:56:49 GMT 2022","3318","Suite","firefox","com.dotdash.JavaScriptAlertTests","com.dotdash.JavaScriptAlertTests","shouldConfirmJsAlert","shouldConfirmJsAlert",""
"passed","Wed Nov 30 09:57:42 GMT 2022","Wed Nov 30 09:57:43 GMT 2022","922","Suite","firefox","com.dotdash.ContextMenuTests","com.dotdash.ContextMenuTests","shouldOpenAlertAfterRightClick","shouldOpenAlertAfterRightClick",""
"passed","Wed Nov 30 09:56:57 GMT 2022","Wed Nov 30 09:57:07 GMT 2022","10151","Suite","firefox","com.dotdash.DynamicControlTests","com.dotdash.DynamicControlTests","shouldRemoveAndAddCheckbox","shouldRemoveAndAddCheckbox",""
